,User_name,Mention_name,Type
3789,swedberg_tony,swedberg_tony,Tweet
3790,carsofnow_then,carsofnow_then,Tweet
3791,autopartlinker,autopartlinker,Tweet
3792,autopartlinker,autopartlinker,Tweet
3793,TheLuxuryOFC,TheLuxuryOFC,Tweet
3794,AMTvehiclegroup,AMTvehiclegroup,Tweet
3795,autopartlinker,autopartlinker,Tweet
3796,autocarmove,CarVisionAuto,RT
3797,LexusJAX,LexusJAX,Tweet
3798,topgearmagSA,topgearmagSA,Tweet
3799,TheLoftsKnysna,Tourism_Update,Tweet
3800,SupercarsGarage,SupercarsGarage,Tweet
3801,autocarmove,autocarmove,Tweet
3802,superCarsRT,LuxMotorPress,RT
3803,christoph_dimke,911_Mag,RT
3804,reachHYPE,reachHYPE,Tweet
3805,autopartlinker,autopartlinker,Tweet
3806,Rushmores_Cars,Rushmores_Cars,Tweet
3807,CRASHJewelry,CRASHJewelry,Tweet
3808,motorespuntoes,LegendPorsche,RT
3809,LiveryVip,LiveryVip,Tweet
3810,Carlc1972,jbrcapital,Tweet
3811,TheBestInLuxury,TheBestInLuxury,Tweet
3812,LuxciorMagazine,LuxciorMagazine,Tweet
3813,GetReviewedByUs,GetReviewedByUs,Tweet
3814,AVenet07,AVenet07,Tweet
3815,LuxMotorPress,LuxMotorPress,Tweet
3816,jbrcapital,jbrcapital,Tweet
3817,alsahawat_times,alsahawat_times,Tweet
3818,TarikPrice,TarikPrice,Tweet
3819,911_Mag,911_Mag,Tweet
3820,Surreal_CARS,Surreal_CARS,Tweet
3821,rttconcierge,rttconcierge,Tweet
3822,Dailyshoddycars,DailyCarsGB,RT
3823,Rushmores_Cars,Rushmores_Cars,Tweet
3824,UKCarLease,contractcars,RT
3825,LiveryVip,LiveryVip,Tweet
3826,RealNaijaGuy,_alonethoughts_,Tweet
3827,rallyelexus,rallyelexus,Tweet
3828,TheCuriousLuke,Futurist_Invest,RT
3829,line_rev,line_rev,Tweet
3830,hotcars1447,hotcars1447,Tweet
3831,RanchiGPS,RanchiGPS,Tweet
3832,AlphaSQUAD_1,AlphaSQUAD_1,Tweet
3833,iamkingcosta,PPFilmLocations,RT
3834,ayushijay,ayushijay,Tweet
3835,patel_cars,patel_cars,Tweet
3836,BikeKerala,BikeKerala,Tweet
3837,BillionsF1,BillionsPortal,RT
3838,JuliusM54109176,JuliusM54109176,Tweet
3839,Autos_of_dallas,Autos_of_dallas,Tweet
3840,carsluxrs,AMG,Tweet
3841,SMSsupply,LUXURYSPORTAUT0,RT
3842,GreenMobileD,GreenMobileD,Tweet
3843,CarsandChaiTO,CarsandChaiTO,Tweet
3844,tomtombamb,tomtombamb,Tweet
3845,autopartlinker,autopartlinker,Tweet
3846,PolimaxCustoms,VIPChauffeurCar,Tweet
3847,Rushmores_Cars,Rushmores_Cars,Tweet
3848,dianneteashop,dianneteashop,Tweet
3849,gps_mumbai,gps_mumbai,Tweet
3850,IconicCarColl,IconicCarColl,Tweet
3851,Melissa20167529,Melissa20167529,Tweet
3852,mtura712,LegendPorsche,RT
3853,mohamintec,WereBillionaire,RT
3854,Reg_Spotter,Reg_Spotter,Tweet
3855,bmw_southatl,bmw_southatl,Tweet
3856,Bentley_Bham,Bentley_Bham,Tweet
3857,PeterDanaher,LegendPorsche,RT
3858,ScoreBMWParts,ScoreBMWParts,Tweet
3859,UAEChauffeur,UAEChauffeur,Tweet
3860,AmeerLuqman15,carsluxrs,RT
3861,BMWCrystalLake,BMWCrystalLake,Tweet
3862,BillionsPortal,BillionsPortal,Tweet
3863,skylizers,skylizers,Tweet
3864,MehmetO33440789,Volvopassion_fr,RT
3865,ada_paul23,ada_paul23,Tweet
3866,bloombarwatches,bloombarwatches,Tweet
3867,Habeeb24194864,_alonethoughts_,Tweet
3868,AVenet07,Volvopassion_fr,RT
3869,autopartlinker,autopartlinker,Tweet
3870,LuxMotorPress,LuxMotorPress,Tweet
3871,LetsTalkSaving,LegendPorsche,RT
3872,NYTravelLimo,NYTravelLimo,Tweet
3873,premiumfoxbrand,Spainprop,RT
3874,TheLuxuryOFC,TheLuxuryOFC,Tweet
3875,TechHourly,RMR4x4,Tweet
3876,ukpiano,ukpiano,Tweet
3877,FasterMachines,DaveDuricy,Tweet
3878,bbazzracing,bbazzracing,Tweet
3879,LRThornhill,LRThornhill,Tweet
3880,PPFilmLocations,PPFilmLocations,Tweet
3881,IdeasOutpost,Jaguar,Tweet
3882,FB_DoggieDental,FB_DoggieDental,Tweet
3883,Keuray46,WereBillionaire,RT
3884,AriaThornton10,jbrcapital,RT
3885,ada_paul23,ada_paul23,Tweet
3886,Sudip2055,Sudip2055,Tweet
3887,AMTvehiclegroup,AMTvehiclegroup,Tweet
3888,douber__,_alonethoughts_,Tweet
3889,autopartlinker,autopartlinker,Tweet
3890,grahamnew2,ThePCMG,RT
3891,dan_brummitt,_d_a_n_i_e_l__b,RT
3892,emekanws,_alonethoughts_,Tweet
3893,autocarmove,autocarmove,Tweet
3894,sportsjim,sportsjim,Tweet
3895,ada_paul23,ada_paul23,Tweet
3896,motorespuntoes,LegendPorsche,RT
3897,autocarmove,autocarmove,Tweet
3898,Reg_Spotter,Reg_Spotter,Tweet
3899,Vertemis_UK,Futurist_Invest,RT
3900,clootrack,clootrack,Tweet
3901,VegasBiLL,RobbReport,Tweet
3902,justjoshdiaz_5_,RacerMecahinc,RT
3903,coryasinclair,washninja,Tweet
3904,SandmanSavage,HopLive,RT
3905,autocarmove,autocarmove,RT
3906,Rushmores_Cars,Rushmores_Cars,Tweet
3907,autocarmove,autocarmove,Tweet
3908,sportsjim,sportsjim,Tweet
3909,gangstalife93,LegendPorsche,RT
3910,MaltecDetailing,tartan_tarmac,Tweet
3911,SimonsTransport,SimonsTransport,Tweet
3912,Rushmores_Cars,Rushmores_Cars,Tweet
3913,GetReviewedByUs,GetReviewedByUs,Tweet
3914,FixingAuto,FixingAuto,Tweet
3915,SelectAutoImpts,SelectAutoImpts,Tweet
3916,MercedesBenzAsh,MercedesBenzAsh,Tweet
3917,moralamb1974,carleaseorbuy,RT
3918,RTHyderabad,pennewstweet,RT
3919,autopartlinker,autopartlinker,Tweet
3920,MrMopar65,DaveDuricy,Tweet
3921,andrea_vitters,BillionsPortal,RT
3922,MercedesBenzAsh,MercedesBenzAsh,Tweet
3923,GetReviewedByUs,GetReviewedByUs,Tweet
3924,socialewe,carleaseorbuy,RT
3925,Rentcardubaiae,Rentcardubaiae,Tweet
3926,LegendPorsche,LegendPorsche,Tweet
3927,SweetCookiesme,pennewstweet,RT
3928,ECDautodesign,ECDautodesign,Tweet
3929,BillionsPortal,BillionsPortal,Tweet
3930,Lemonade_Ninja,washninja,Tweet
3931,autocarmove,autocarmove,Tweet
3932,carleaseorbuy,carleaseorbuy,Tweet
3933,sportsjim,sportsjim,Tweet
3934,RoadAtlantic,RoadAtlantic,Tweet
3935,eastbaybmw,eastbaybmw,Tweet
3936,autopartlinker,autopartlinker,Tweet
3937,autopartlinker,autopartlinker,Tweet
3938,vapegamer1,LegendPorsche,RT
3939,911_Mag,911_Mag,Tweet
3940,carsluxrs,Lamborghini,Tweet
3941,FlexedUK,FlexedUK,Tweet
3942,UAEChauffeur,UAEChauffeur,Tweet
3943,RajkamalOO7,Luqzone,Tweet
3944,Melissa20167529,Melissa20167529,Tweet
3945,vintz_shop,vintz_shop,Tweet
3946,BillionsF1,BillionsPortal,RT
3947,naoya160,DailyCarsGB,RT
3948,carsluxrs,carsluxrs,Tweet
3949,PrameshRastogi,bsindia,RT
3950,mrsmoneypenny1,LegendPorsche,RT
3951,CarVisionAuto,CarVisionAuto,Tweet
3952,GHSavoiaCortina,Lamborghini,Tweet
3953,Reg_Spotter,Reg_Spotter,Tweet
3954,SilverhillAcura,SilverhillAcura,Tweet
3955,premiumfoxbrand,Bentley_Bham,RT
3956,LRThornhill,LRThornhill,Tweet
3957,eastbaybmw,eastbaybmw,Tweet
3958,InvestCorpgh,InvestCorpgh,Tweet
3959,EdgarAricha,LegendPorsche,RT
3960,AmeerLuqman15,carsluxrs,RT
3961,group_sjh,Media_SJH,Tweet
3962,SupercarsGarage,SupercarsGarage,Tweet
3963,Rushmores_Cars,Rushmores_Cars,Tweet
3964,RajkamalOO7,Luqzone,Tweet
3965,Kmo_tickles,InvestCorpgh,RT
3966,LiveryVip,LiveryVip,Tweet
3967,Rentcardubaiae,Rentcardubaiae,Tweet
3968,Claumi8675,Claumi8675,Tweet
3969,2tallRob,barbster360,RT
3970,autopartlinker,autopartlinker,Tweet
3971,HapyIndia,reachHYPE,RT
3972,WestPalmJets,WestPalmJets,Tweet
3973,contractcars,contractcars,Tweet
3974,ada_paul23,ada_paul23,Tweet
3975,TheLuxuryOFC,TheLuxuryOFC,Tweet
3976,LUXURYSPORTAUT0,LUXURYSPORTAUT0,Tweet
3977,MakLuxury,MakLuxury,Tweet
3978,Guillefilmus,Guillefilmus,Tweet
3979,buzzufy,menshealth,Tweet
3980,RTHyderabad,pennewstweet,RT
3981,carlodotin,carlodotin,Tweet
3982,ECDautodesign,ECDautodesign,Tweet
3983,LUXURYSPORTAUT0,LUXURYSPORTAUT0,Tweet
3984,DailyCarsGB,DailyCarsGB,Tweet
3985,FasterMachines,LegendPorsche,RT
3986,911_Mag,911_Mag,Tweet
3987,WHEELMAX_COM,WHEELMAX_COM,Tweet
3988,Claumi8675,Claumi8675,Tweet
3989,autopartlinker,autopartlinker,Tweet
3990,EmojiAutoSales,EmojiAutoSales,Tweet
3991,911_Mag,911_Mag,Tweet
3992,autopartlinker,autopartlinker,Tweet
3993,diderotgaucho10,diderotgaucho10,Tweet
3994,Marc17043572,WereBillionaire,RT
3995,vapegamer1,LegendPorsche,RT
3996,ad360jp,CaristaApp,RT
3997,ChekiKenya,ChekiKenya,Tweet
3998,FrancisOleksan7,FrancisOleksan7,Tweet
3999,DailyCarsGB,DailyCarsGB,Tweet
4000,Reg_Spotter,Reg_Spotter,Tweet
4001,autopartlinker,autopartlinker,Tweet
4002,Uyanwunechuks,_alonethoughts_,Tweet
4003,MotorSearchMag,MotorSearchMag,Tweet
4004,bmwblog,bmwblog,Tweet
4005,AlphaSQUAD_1,AlphaSQUAD_1,Tweet
4006,GreenMobileD,GreenMobileD,Tweet
4007,ECDautodesign,ECDautodesign,Tweet
4008,caldelari911,911_Mag,RT
4009,JohnKFisher_,JohnKFisher_,Tweet
4010,Surreal_CARS,Surreal_CARS,Tweet
4011,ada_paul23,ada_paul23,Tweet
4012,emekanws,_alonethoughts_,Tweet
4013,NYTravelLimo,NYTravelLimo,Tweet
4014,Bentley_Bham,Bentley_Bham,Tweet
4015,G350gt,LegendPorsche,RT
4016,HindScoop,HindScoop,Tweet
4017,CaristaApp,CaristaApp,Tweet
4018,autopartlinker,autopartlinker,Tweet
4019,RSindle78,RSindle78,Tweet
4020,IconicCarColl,IconicCarColl,Tweet
4021,Linda_U_W_A,Lifeofobi_,RT
4022,exhaustnotes,MercedesAMG,Tweet
4023,RacerMecahinc,RacerMecahinc,Tweet
4024,AndrewHillEng,Futurist_Invest,RT
4025,LuxciorMagazine,LuxciorMagazine,Tweet
4026,jbrcapital,jbrcapital,Tweet
4027,DailyCarsGB,DailyCarsGB,Tweet
4028,SupercarsGarage,SupercarsGarage,Tweet
4029,SupercarsGarage,SupercarsGarage,Tweet
4030,BassasLopez,911_Mag,RT
4031,Mdigits,_alonethoughts_,Tweet
4032,LUXURYSPORTAUT0,LUXURYSPORTAUT0,Tweet
4033,ada_paul23,ada_paul23,Tweet
4034,AmeerLuqman15,carsluxrs,RT
4035,tanmoyadak24,gscaltexindia,RT
4036,sidestreamworld,sidestreamworld,Tweet
4037,rttconcierge,rttconcierge,Tweet
4038,M_baturee,_alonethoughts_,Tweet
4039,LexusofLasVegas,LexusofLasVegas,Tweet
4040,AVenet07,Volvopassion_fr,RT
4041,RacerMecahinc,RacerMecahinc,Tweet
4042,autopartlinker,autopartlinker,Tweet
4043,911_Mag,911_Mag,Tweet
4044,IndividualSC,IndividualSC,Tweet
4045,Bentley_Bham,Bentley_Bham,Tweet
4046,eagleautosng,eagleautosng,Tweet
4047,911_Mag,911_Mag,Tweet
4048,Rushmores_Cars,Rushmores_Cars,Tweet
4049,rebellierensoul,SeasonCarHire,Tweet
4050,ShipOverseas,ShipOverseas,Tweet
4051,ECDautodesign,ECDautodesign,Tweet
4052,ShipOverseas,ShipOverseas,Tweet
4053,catford_se6,Rushmores_Cars,RT
4054,autocarmove,autocarmove,Tweet
4055,autopartlinker,autopartlinker,Tweet
4056,MDejtisak,MDejtisak,Tweet
4057,shameelabdulla,clootrack,RT
4058,PPFilmLocations,PPFilmLocations,Tweet
4059,emekanws,_alonethoughts_,Tweet
4060,carsluxrs,carsluxrs,Tweet
4061,VegasBiLL,engadget,Tweet
4062,flyjetedge,flyjetedge,Tweet
4063,emekanws,_alonethoughts_,Tweet
4064,ada_paul23,ada_paul23,Tweet
4065,mahmad4457,GuySalmonJLR,Tweet
4066,m2_tweet_bot,bbazzracing,RT
4067,Surreal_CARS,Surreal_CARS,Tweet
4068,zapautoexport,zapautoexport,Tweet
4069,autocarmove,autopartlinker,RT
4070,carsluxrs,AMG,Tweet
4071,TheLuxuryOFC,TheLuxuryOFC,Tweet
4072,Futurist_Invest,Futurist_Invest,RT
4073,skylizers,skylizers,Tweet
4074,Andrews_motors,Lamborghini,Tweet
4075,RTHyderabad,pennewstweet,RT
4076,LCclassics,LCclassics,Tweet
4077,MBDTYYC,MBDTYYC,Tweet
4078,TheDriftTaxi,TheDriftTaxi,Tweet
4079,iamSharathNair,AudiIN,Tweet
4080,ThePCMG,ThePCMG,Tweet
4081,WereBillionaire,WereBillionaire,Tweet
4082,justjoshdiaz_5_,RacerMecahinc,RT
4083,TanisSullivan,TanisSullivan,Tweet
4084,minimodelshop,minimodelshop,Tweet
4085,911_Mag,911_Mag,Tweet
4086,UKCarLease,contractcars,RT
4087,CountryCar1,CountryCar1,Tweet
4088,contractcars,contractcars,Tweet
4089,HousingHelpofSD,SanManuelCasino,Tweet
4090,GetReviewedByUs,GetReviewedByUs,Tweet
4091,LiveryVip,LiveryVip,Tweet
4092,CountryCar1,CountryCar1,Tweet
4093,911_Mag,911_Mag,Tweet
4094,Rushmores_Cars,Rushmores_Cars,Tweet
4095,Vajid_Khan,CarsandChaiTO,RT
4096,GetReviewedByUs,GetReviewedByUs,Tweet
4097,lexusofbrooklyn,lexusofbrooklyn,Tweet
4098,aimanpietro,GazTankMotors,RT
4099,tomtombamb,tomtombamb,Tweet
4100,TarikPrice,TarikPrice,Tweet
4101,bmwblog,bmwblog,Tweet
4102,sportsjim,sportsjim,Tweet
4103,CommunalInc,CommunalInc,Tweet
4104,VegasBiLL,engadget,Tweet
4105,BoggusLincoln,BoggusLincoln,Tweet
4106,carleaseorbuy,carleaseorbuy,Tweet
4107,GetReviewedByUs,GetReviewedByUs,Tweet
4108,carlodotin,carlodotin,Tweet
4109,autopartlinker,autopartlinker,Tweet
4110,0_emissions,cleantechnica,Tweet
4111,Jet_Affiliated,TarikPrice,RT
4112,autocarmove,autocarmove,Tweet
4113,GreenStreetRR3,LegendPorsche,RT
4114,AlasdairBusby,BroomhallHouse,RT
4115,LDianeKelly,BillionsPortal,RT
4116,TheLuxuryOFC,TheLuxuryOFC,Tweet
4117,KronosRealty,KronosRealty,Tweet
4118,nazarenoecolav1,WereBillionaire,RT
4119,McLarenHouston,LuxciorMagazine,RT
4120,Claumi8675,Claumi8675,Tweet
4121,diawara_ben,LegendPorsche,RT
4122,autopartlinker,autopartlinker,Tweet
4123,ada_paul23,ada_paul23,Tweet
4124,TOP10CLUBS_,TOP10CLUBS_,Tweet
4125,worldofkaji,zapautoexport,RT
4126,TheBestInLuxury,TheBestInLuxury,Tweet
4127,carlodotin,carlodotin,Tweet
4128,ada_paul23,ada_paul23,Tweet
4129,CashflowCrusade,cashflow,Tweet
4130,_hsquared,barbster360,RT
4131,solorider23,solorider23,Tweet
4132,EvaParts,EvaParts,Tweet
4133,Surreal_CARS,Surreal_CARS,Tweet
4134,LexusOrangePark,LexusOrangePark,Tweet
4135,autopartlinker,autopartlinker,Tweet
4136,premiumfoxbrand,TarikPrice,RT
4137,ChekiKenya,ChekiKenya,Tweet
4138,EDIMOSIP,carfinance_uk,RT
4139,autocarmove,autocarmove,Tweet
4140,ChekiKenya,ChekiKenya,Tweet
4141,autocarmove,autocarmove,Tweet
4142,JacquesePer75,LegendPorsche,RT
4143,patel_cars,patel_cars,Tweet
4144,RTHyderabad,pennewstweet,RT
4145,JROSENBERG1,JROSENBERG1,Tweet
4146,BIGV_PWRP,Bugatti,Tweet
4147,Sheepskin4U,Sheepskin4U,Tweet
4148,contractcars,contractcars,Tweet
4149,vipgroupchris,vipgroupchris,Tweet
4150,ECDautodesign,ECDautodesign,Tweet
4151,WestPalmJets,WestPalmJets,Tweet
4152,autopartlinker,autopartlinker,Tweet
4153,PalmersFastLane,PalmersFastLane,Tweet
4154,SouthBayLex,SouthBayLex,Tweet
4155,douber__,_alonethoughts_,Tweet
4156,meccanike,LuxMotorPress,RT
4157,WHEELMAX_COM,WHEELMAX_COM,Tweet
4158,DCamaro88,LuxMotorPress,RT
4159,EdgarAricha,LegendPorsche,RT
4160,autopartlinker,autopartlinker,Tweet
4161,Lemonade_Ninja,washninja,Tweet
4162,AudioravenEOS,DaveDuricy,Tweet
4163,EmojiAutoSales,EmojiAutoSales,Tweet
4164,ECDautodesign,ECDautodesign,Tweet
4165,ECDautodesign,ECDautodesign,Tweet
4166,kannanuidesign,Kluster_Cars,RT
4167,jeroen_stolk,autopartlinker,RT
4168,ExplorationsUn1,ExplorationsUn1,Tweet
4169,carleaseorbuy,carleaseorbuy,Tweet
4170,HapyIndia,reachHYPE,RT
4171,Fwelsh2688,Fwelsh2688,Tweet
4172,skylizers,skylizers,Tweet
4173,Tw1tterCarClub,GazTankMotors,RT
4174,LRThornhill,LRThornhill,Tweet
4175,LiveryVip,LiveryVip,Tweet
4176,CashflowCrusade,cashflow,Tweet
4177,Surreal_CARS,Surreal_CARS,Tweet
4178,Individual_FS,Individual_FS,Tweet
4179,Stephan93196297,LexusofCalgary,RT
4180,AVenet07,Volvopassion_fr,RT
4181,VegasBiLL,RobbReport,Tweet
4182,Reg_Spotter,Reg_Spotter,Tweet
4183,autocarmove,autocarmove,Tweet
4184,BillionsPortal,BillionsPortal,Tweet
4185,NormalGuySuperC,NormalGuySuperC,Tweet
4186,2tallRob,barbster360,RT
4187,oakgiraffes,AutosTribe,RT
4188,autopartlinker,autopartlinker,Tweet
4189,rttconcierge,rttconcierge,Tweet
4190,autopartlinker,autopartlinker,Tweet
4191,LuxuryDistricts,LuxuryDistricts,Tweet
4192,Businesslives,Businesslives,Tweet
4193,bmwblog,bmwblog,Tweet
4194,LiveryVip,LiveryVip,Tweet
4195,CorruptPunjab,TheFuturist007,RT
4196,AMTvehiclegroup,AMTvehiclegroup,Tweet
4197,contractcars,contractcars,Tweet
4198,LiveryVip,LiveryVip,Tweet
4199,group_sjh,Media_SJH,Tweet
4200,ada_paul23,ada_paul23,Tweet
4201,AMTvehiclegroup,AMTvehiclegroup,Tweet
4202,sportsjim,sportsjim,Tweet
4203,LuxciorMagazine,LuxciorMagazine,Tweet
4204,zapautoexport,zapautoexport,Tweet
4205,Surreal_CARS,Surreal_CARS,Tweet
4206,SupercarsGarage,SupercarsGarage,Tweet
4207,LexusJAX,LexusJAX,Tweet
4208,Oldiinvest,911_Mag,RT
4209,PeterDanaher,LegendPorsche,RT
4210,mvslightcom,mvslightcom,Tweet
4211,punefeed,pennewstweet,RT
4212,Beatpluz,Beatpluz,Tweet
4213,BassasLopez,911_Mag,RT
4214,meccanike,LuxMotorPress,RT
4215,coryasinclair,washninja,Tweet
4216,SelectAutoImpts,SelectAutoImpts,Tweet
4217,BayfieldLincoln,valley_farms,Tweet
4218,TitaniumHire,TitaniumHire,Tweet
4219,caldelari911,911_Mag,RT
4220,Fabspeed,Fabspeed,Tweet
4221,JCT600,JCT600,Tweet
4222,LCclassics,LCclassics,Tweet
4223,LUXURYSPORTAUT0,LUXURYSPORTAUT0,Tweet
4224,Astorg_Auto,Astorg_Auto,Tweet
4225,911_Mag,911_Mag,Tweet
4226,Autos_of_dallas,Autos_of_dallas,Tweet
4227,911_Mag,911_Mag,Tweet
4228,autoview,autoview,Tweet
4229,vapegamer1,LegendPorsche,RT
4230,Surreal_CARS,Surreal_CARS,Tweet
4231,autopartlinker,autopartlinker,Tweet
4232,ChekiKenya,ChekiKenya,Tweet
4233,Mark_R1_5VY,LegendPorsche,RT
4234,GetReviewedByUs,GetReviewedByUs,Tweet
4235,CarVisionAuto,CarVisionAuto,Tweet
4236,marcofedeli1977,marcofedeli1977,Tweet
4237,BayfieldLincoln,valley_farms,Tweet
4238,autopartlinker,autopartlinker,Tweet
4239,autopartlinker,autopartlinker,Tweet
4240,iamWurahziz,iamWurahziz,Tweet
4241,zunsport,zunsport,Tweet
4242,GetReviewedByUs,GetReviewedByUs,Tweet
4243,greenfriend_ly,washninja,Tweet
4244,LRThornhill,LRThornhill,Tweet
4245,IconicCarColl,IconicCarColl,Tweet
4246,SarahSheltonInk,cgtnamerica,Tweet
4247,VegasBiLL,Forbes,Tweet
4248,MegaDealsLAX,AlphaSQUAD_1,RT
4249,carsluxrs,Topazdetailing,Tweet
4250,LuxMotorPress,LuxMotorPress,Tweet
4251,UAEClassicCars,UAEClassicCars,Tweet
4252,autopartlinker,autopartlinker,Tweet
4253,vipmotors101,vipmotors101,Tweet
4254,LuxMotorPress,LuxMotorPress,Tweet
4255,throdle,throdle,Tweet
4256,shandi_reza,shandi_reza,Tweet
4257,bbazzracing,bbazzracing,Tweet
4258,ada_paul23,ada_paul23,Tweet
4259,Chrisadams703,Chrisadams703,Tweet
4260,EMC419,EMC419,Tweet
4261,ada_paul23,ada_paul23,Tweet
4262,JCT600,JCT600,Tweet
4263,Chrisadams703,Chrisadams703,Tweet
4264,ArnoldHlungwan,WereBillionaire,RT
4265,GetReviewedByUs,GetReviewedByUs,Tweet
4266,AmeerLuqman15,carsluxrs,RT
4267,GetReviewedByUs,GetReviewedByUs,Tweet
4268,wetcoastlife,wetcoastlife,Tweet
4269,SelectAutoImpts,SelectAutoImpts,Tweet
4270,911_Mag,911_Mag,Tweet
4271,prodomaineur,prodomaineur,Tweet
4272,TheBestInLuxury,TheBestInLuxury,Tweet
4273,MBDTYYC,MBDTYYC,Tweet
4274,Spainprop,Spainprop,Tweet
4275,zedsIy,zapautoexport,RT
4276,SmartChargeUSA,SmartChargeUSA,Tweet
4277,autopartlinker,autopartlinker,Tweet
4278,LuxuryDistricts,LuxuryDistricts,Tweet
4279,monarch_ent,monarch_ent,Tweet
4280,premiumfoxbrand,TarikPrice,RT
4281,HiltonTuning,HiltonTuning,Tweet
4282,PearceAndDale,PearceAndDale,Tweet
4283,MakLuxury,MakLuxury,Tweet
4284,Mazer_9,AC13PREMIER,RT
4285,McLarenHouston,LuxciorMagazine,RT
4286,Bill88699081,911_Mag,RT
4287,Matthewkendric1,Matthewkendric1,Tweet
4288,GetReviewedByUs,GetReviewedByUs,Tweet
4289,Surreal_CARS,Surreal_CARS,Tweet
4290,JuliusM54109176,JuliusM54109176,Tweet
4291,UKCarLease,contractcars,RT
4292,autopartlinker,autopartlinker,Tweet
4293,LexusOrangePark,LexusOrangePark,Tweet
4294,EMotorcars,EMotorcars,Tweet
4295,FlexedUK,FlexedUK,Tweet
4296,AutoRevup,AutoRevup,Tweet
4297,LuxuryCarLondon,londonmotorshow,Tweet
4298,Claumi8675,Claumi8675,Tweet
4299,autopartlinker,autopartlinker,Tweet
4300,Vajid_Khan,CarsandChaiTO,RT
4301,911_Mag,911_Mag,Tweet
4302,CodeSilverStore,CodeSilverStore,Tweet
4303,autopartlinker,autopartlinker,Tweet
4304,moralamb1974,carleaseorbuy,RT
4305,swedberg_tony,swedberg_tony,Tweet
4306,contractcars,contractcars,Tweet
4307,VolvoOfEdinburg,VolvoOfEdinburg,Tweet
4308,Futurist_Invest,Futurist_Invest,Tweet
4309,Kauan0liveira,LegendPorsche,RT
4310,IndividualSC,IndividualSC,Tweet
4311,autopartlinker,autopartlinker,Tweet
4312,DriversEcuador,DriversEcuador,Tweet
4313,DDTlupiro,SabrinaNewsMPB,RT
4314,GetReviewedByUs,GetReviewedByUs,Tweet
4315,NYTravelLimo,NYTravelLimo,Tweet
4316,FrancisOleksan7,FrancisOleksan7,Tweet
4317,TheDriftTaxi,TheDriftTaxi,Tweet
4318,GreenMobileD,GreenMobileD,Tweet
4319,LexusHenderson,LexusHenderson,Tweet
4320,KarmaVancouver,KarmaVancouver,Tweet
4321,grahamnew2,ThePCMG,RT
4322,greenfriend_ly,washninja,Tweet
4323,CodeSilverStore,CodeSilverStore,Tweet
4324,carsluxrs,carsluxrs,Tweet
4325,dare_paul01,_alonethoughts_,Tweet
4326,pray4miii,sidestreamworld,RT
4327,zephyrzap,zephyrzap,Tweet
4328,sportsjim,sportsjim,Tweet
4329,NismoZ3,BillionsPortal,RT
4330,rallyelexus,rallyelexus,Tweet
4331,ada_paul23,ada_paul23,Tweet
4332,kpamelav,kpamelav,Tweet
4333,EmojiAutoSales,EmojiAutoSales,Tweet
4334,UAEChauffeur,UAEChauffeur,Tweet
4335,GazTankMotors,GazTankMotors,RT
4336,oliveri_pablo,911_Mag,RT
4337,PmillsChch,PmillsChch,Tweet
4338,Surreal_CARS,Surreal_CARS,Tweet
4339,sportsjim,sportsjim,Tweet
4340,SimonsTransport,SimonsTransport,Tweet
4341,DailyCarsGB,DailyCarsGB,Tweet
4342,autopartlinker,autopartlinker,Tweet
4343,Gibranbharucha,Gibranbharucha,Tweet
4344,reachHYPE,reachHYPE,Tweet
4345,rallyelexus,rallyelexus,Tweet
4346,AudioravenEOS,DaveDuricy,Tweet
4347,EmojiAutoSales,EmojiAutoSales,Tweet
4348,Vertemis_UK,Futurist_Invest,RT
4349,OrelyGarcia,LuxMotorPress,RT
4350,ArnoldHlungwan,WereBillionaire,RT
4351,Linda_U_W_A,Lifeofobi_,RT
4352,autopartlinker,autopartlinker,Tweet
4353,Graypaul_Eburgh,Graypaul_Eburgh,Tweet
4354,FakhraMahmoud,FakhraMahmoud,Tweet
4355,DailyCarsGB,DailyCarsGB,Tweet
4356,ShipOverseas,ShipOverseas,Tweet
4357,lebomski_,_alonethoughts_,Tweet
4358,autopartlinker,autopartlinker,Tweet
4359,CSUTV,CSUTV,Tweet
4360,bloombarwatches,bloombarwatches,Tweet
4361,cryptoandforex_,cryptoandforex_,Tweet
4362,Rushmores_Cars,Rushmores_Cars,Tweet
4363,bloombarwatches,bloombarwatches,Tweet
4364,autopartlinker,autopartlinker,Tweet
4365,ECDautodesign,ECDautodesign,Tweet
4366,GetReviewedByUs,GetReviewedByUs,Tweet
4367,autocarmove,autocarmove,Tweet
4368,TechHourly,RMR4x4,Tweet
4369,SelectAutoImpts,SelectAutoImpts,Tweet
4370,autocarmove,autocarmove,Tweet
4371,BreadZe,LuxMotorPress,RT
4372,autopartlinker,autopartlinker,Tweet
4373,MichaelDD14,LegendPorsche,RT
4374,Carlc1972,jbrcapital,Tweet
4375,contractcars,contractcars,Tweet
4376,rhshearn,rhshearn,RT
4377,babasands,_alonethoughts_,Tweet
4378,contractcars,contractcars,Tweet
4379,RoadAtlantic,RoadAtlantic,Tweet
4380,CodeSilverStore,CodeSilverStore,Tweet
4381,TheLuxuryOFC,TheLuxuryOFC,Tweet
4382,LuxuryIstanbul,LuxuryIstanbul,Tweet
4383,BimmerToday,BimmerToday,Tweet
4384,TitaniumHire,TitaniumHire,Tweet
4385,autopartlinker,autopartlinker,Tweet
